EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
CAD048645444,BECKMAN INSTRUMENTS (PORTERVILLE PLANT),PORTERVILLE,TULARE,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,901391.0,167 W POPLAR AVE,93257.0,N,N,,36.049,-119.0201,03/22/22
CAD049236201,MONOLITHIC MEMORIES,SUNNYVALE,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901398.0,1165 E ARQUES AVE,94086.0,N,N,,37.3816,-121.9968,07/22/87
CAD052384021,"BROWN & BRYANT, INC. (ARVIN PLANT)",ARVIN,KERN,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901425.0,600 S DERBY RD,93203.0,N,N,,35.203061,-118.822,10/04/89
CAD055753370,COOPER DRUM CO.,SOUTH GATE,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,No,9.0,903253.0,9316 ATLANTIC AVE,90280.0,N,N,,33.946972,-118.179694,06/14/01
CAD061620217,INTEL CORP. (MOUNTAIN VIEW PLANT),MOUNTAIN VIEW,SANTA CLARA,CA,Final NPL,No ,Yes,No ,Insufficient Data,No,9.0,901482.0,365 E MIDDLEFIELD RD,94043.0,N,N,,37.3962,-122.0566,06/10/86
CAD063015887,COAST WOOD PRESERVING,UKIAH,MENDOCINO,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901489.0,PLANT RD & TAYLOR DR,95482.0,N,N,,39.1125,-123.193,09/08/83
CAD063020143,"VALLEY WOOD PRESERVING, INC.",TURLOCK,STANISLAUS,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901490.0,2237 S GOLDEN STATE BLVD,95380.0,N,N,,37.4727,-120.8239,03/31/89
CAD065021594,LOUISIANA-PACIFIC CORP.,OROVILLE,BUTTE,CA,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,901513.0,HWY 70 GEORGIA PACIFIC WAY,95965.0,N,N,,39.4743,-121.5703,11/21/96
CAD066635442,STOKER CHEMICAL,IMPERIAL,IMPERIAL,CA,Proposed NPL,No ,No ,No ,Insufficient Data,Not a Groundwater Site,9.0,903424.0,3390 DOGWOOD ROAD,92251.0,N,N,,32.910278,-115.544444,07/29/91
CAD071530380,FRONTIER FERTILIZER,DAVIS,YOLO,CA,Final NPL,No ,Yes,No ,Yes,Insufficient Data,9.0,901554.0,COUNTY ROAD 32A,95618.0,N,N,,38.552588,-121.703615,05/31/94
CAD092212497,INTEL MAGNETICS,SANTA CLARA,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901661.0,3000 OAKMEAD VILLAGE DR,95051.0,N,N,,37.3756,-121.9801,06/10/86
CAD095989778,FAIRCHILD SEMICONDUCTOR CORP. (MOUNTAIN VIEW PLANT),MOUNTAIN VIEW,SANTA CLARA,CA,Final NPL,No ,Yes,No ,Insufficient Data,No,9.0,901680.0,"369, 515 N Whisman, 313 Fairchild & 401 National",94043.0,N,N,,37.4012,-122.0542,02/11/91
CAD097012298,FAIRCHILD SEMICONDUCTOR CORP. (SOUTH SAN JOSE PLANT),SAN JOSE,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901685.0,101 BERNAL ROAD,95119.0,N,N,,37.2326,-121.7748,10/04/89
CAD097854541,EXIDE TECHNOLOGIES - VERNON,VERNON,LOS ANGELES,CA,Proposed NPL,No ,No ,No ,Status Unavailable,Status Unavailable,9.0,901691.0,2700 SOUTH INDIANA STREET,90058.0,N,N,,34.005229,-118.193402,09/05/24
CAD098229214,ALARK HARD CHROME,RIVERSIDE,RIVERSIDE,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901694.0,2777 MAIN STREET,92501.0,N,N,,33.991886,-117.367186,12/01/00
CAD980358832,AEROJET GENERAL CORP.,RANCHO CORDOVA,SACRAMENTO,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901718.0,HWY US 50 & AEROJET RD,95670.0,N,N,,38.608331,-121.2,09/08/83
CAD980496863,ATLAS ASBESTOS MINE,COALINGA,FRESNO,CA,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,901736.0,LOS GATOS CREEK RD NW OF FRESNO,93210.0,N,N,,36.321669,-120.5867,09/21/84
CAD980498455,CRAZY HORSE SANITARY LANDFILL,SALINAS,MONTEREY,CA,Final NPL,No ,No ,No ,Yes,Yes,9.0,901744.0,350 CRAZY HORSE CANYON ROAD,93907.0,N,N,,36.8026,-121.6186,08/30/90
CAD980498612,IRON MOUNTAIN MINE,REDDING,SHASTA,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901755.0,OFF HWY 299 9 MI NW OF,96001.0,N,Y,"Yocha Dehe Wintun Nation, California (Current)",40.671669,-122.5278,09/08/83
CAD980498695,MCCOLL,FULLERTON,ORANGE,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901757.0,ROSECRANS & SUNNY RIDGE,92833.0,N,N,,33.8953,-117.9712,09/08/83
CAD980636781,PACIFIC COAST PIPELINE,FILLMORE,VENTURA,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,901841.0,67 E TELEGRAPH RD,93015.0,N,N,,34.404169,-118.9028,10/04/89
CAD980636914,FRESNO MUNICIPAL SANITARY LANDFILL,FRESNO,FRESNO,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901854.0,SW COR OF JENSEN & W AVE,93706.0,N,N,,36.704169,-119.8261,10/04/89
CAD980638225,COPPER BLUFF MINE,HOOPA,HUMBOLDT,CA,Final NPL,No ,No ,No ,No,Insufficient Data,9.0,901923.0,"OFF HIGHWAY 96, APPROXIMATELY 0.9 MILE  NORTH OF MILL CREEK ROAD",95546.0,N,Y,"Hoopa Valley Tribe, California (Current)",41.109972,-123.686,05/15/19
CAD980638860,CELTOR CHEMICAL WORKS,HOOPA,HUMBOLDT,CA,Deleted NPL,No ,Yes,No ,Yes,Not a Groundwater Site,9.0,901938.0,BETW NORTON FLD & TRINITY RIV,95546.0,N,Y,"Hoopa Valley Tribe, California (Current)",41.1027,-123.6911,09/30/03
CAD980673685,LEVIATHAN MINE,MARKLEEVILLE,ALPINE,CA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,9.0,901943.0,LEVIATHAN MINE,96120.0,N,Y,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches) (Current)",38.703889,-119.656111,05/11/00
CAD980677355,SAN GABRIEL VALLEY (AREA 1),EL MONTE,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,No,9.0,901951.0,PECK RD & REAL,91733.0,N,N,,34.125,-118.0,05/08/84
CAD980736151,"PURITY OIL SALES, INC.",MALAGA,FRESNO,CA,Final NPL,No ,Yes,No ,Yes,Yes,9.0,902019.0,3265 S MAPLE AVE,93725.0,N,N,,36.6874,-119.7467,09/08/83
CAD980736284,INDUSTRIAL WASTE PROCESSING,FRESNO,FRESNO,CA,Final NPL,No ,Yes,No ,Insufficient Data,Yes,9.0,902025.0,7140 N HARRISON,93650.0,N,N,,36.8425,-119.8094,08/30/90
CAD980737092,PEMACO MAYWOOD,MAYWOOD,LOS ANGELES,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,904950.0,5050 SLAUSON BOULEVARD,90270.0,N,N,,33.985417,-118.17125,01/19/99
CAD980737613,JIBBOOM JUNKYARD,SACRAMENTO,SACRAMENTO,CA,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,902040.0,240 - 260 JIBBOOM ST,95814.0,N,N,,38.591669,-121.5033,09/10/91
CAD980816466,SOUTHERN CALIFORNIA EDISON CO. (VISALIA POLEYARD),VISALIA,TULARE,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902061.0,432 BEN MADDOX WAY,93292.0,N,N,,36.333331,-119.2767,09/26/09
CAD980817217,COALINGA ASBESTOS MINE,COALINGA,FRESNO,CA,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,902075.0,PINE CYN 15 MI NW OF,93210.0,N,N,,36.31,-120.5283,04/24/98
CAD980817985,SAN GABRIEL VALLEY (AREA 4),LA PUENTE,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,No,9.0,902091.0,STIMSON AVE & OLD VALLEY BLVD,91744.0,N,N,,34.016669,-117.9583,05/08/84
CAD980818512,SAN GABRIEL VALLEY (AREA 2),BALDWIN PARK,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,Yes,9.0,902092.0,SUNSET & SAN BERNARDINO FREEWAY,91706.0,N,N,,34.073611,-117.9361,05/08/84
CAD980818579,SAN GABRIEL VALLEY (AREA 3),ALHAMBRA,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,No,9.0,902093.0,MAIN ST & GAFIELD AVE,91801.0,N,N,,34.1,-118.125,05/08/84
CAD980884209,HEWLETT-PACKARD (620-640 PAGE MILL ROAD),PALO ALTO,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,9.0,902134.0,620 - 640 PAGE MILL RD.,94304.0,N,N,,37.4214,-122.1434,02/21/90
CAD980884357,"WASTE DISPOSAL, INC.",SANTA FE SPRINGS,LOS ANGELES,CA,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,902140.0,12731 E LOS NIETOS RD,90670.0,N,N,,33.95,-118.055,07/22/87
CAD980893234,WATKINS-JOHNSON CO. (STEWART DIVISION PLANT),SCOTTS VALLEY,SANTA CRUZ,CA,Final NPL,No ,Yes,No ,Yes,Yes,9.0,902226.0,440 KINGS VILLAGE RD,95066.0,N,N,,37.051111,-122.029028,08/30/90
CAD980893275,SULPHUR BANK MERCURY MINE,CLEARLAKE OAKS,LAKE,CA,Final NPL,No ,No ,No ,No,No,9.0,902228.0,SULPHUR BANK ROAD,95422.0,N,Y,"Abenaki of Mazipskwik & Related Bands (Current); Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California (Current)",39.00555,-122.6703,08/30/90
CAD980894679,WESTERN PACIFIC RAILROAD CO.,OROVILLE,BUTTE,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902249.0,SEC 19 T19N R4E 2 MI S OF,95965.0,N,N,,39.483061,-121.5525,08/29/01
CAD980894885,SOUTH BAY ASBESTOS AREA,ALVISO,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,9.0,902250.0,FT OF LIBERTY ST GUADALUPE RIV,95002.0,N,N,,37.429861,-121.9811,06/10/86
CAD980894893,SAN FERNANDO VALLEY (AREA 1),NORTH HOLLYWOOD,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,No,9.0,902251.0,NORTH HOLLYWOOD WELLFIELD AREA,91601.0,N,N,,34.19,-118.3514,06/10/86
CAD980894901,SAN FERNANDO VALLEY (AREA 2),GLENDALE,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,Yes,9.0,902252.0,CRYSTAL SPRINGS WELLFIELD AREA,91209.0,N,N,,34.163139,-118.286,06/10/86
CAD980894976,SAN FERNANDO VALLEY (AREA 4),LOS ANGELES,LOS ANGELES,CA,Final NPL,No ,No ,No ,Yes,Yes,9.0,902253.0,The San Fernando Valley Groundwater Basin south of Los Feliz Ave to approximately Highway 110,90086.0,N,N,,34.112081,-118.2539,06/10/86
CAD980894984,SAN FERNANDO VALLEY (AREA 3),GLENDALE,LOS ANGELES,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902254.0,GLORIETTA WELLFIELD AREA,91352.0,N,N,,34.2276,-118.4135,10/12/04
CAD981171523,"SOLA OPTICAL USA, INC.",PETALUMA,SONOMA,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902280.0,3600 LAKEVILLE HWY,94952.0,N,N,,38.2332,-122.5931,10/31/13
CAD981434517,NEWMARK GROUND WATER CONTAMINATION,SAN BERNARDINO,SAN BERNARDINO,CA,Final NPL,No ,No ,No ,Yes,Yes,9.0,902439.0,BUNKER HILL GROUND WATER BASIN,92408.0,N,N,,34.171811,-117.3131,03/31/89
CAD981436363,UNITED HECKATHORN CO.,RICHMOND,CONTRA COSTA,CA,Final NPL,No ,No ,No ,No,Not a Groundwater Site,9.0,902440.0,8TH & WRIGHT,94804.0,N,N,,37.9226,-122.3654,03/14/90
CAD981995947,RALPH GRAY TRUCKING CO.,WESTMINSTER,ORANGE,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902521.0,SOWELL AVE & GOLDEN WEST ST,92683.0,N,N,,33.75,-118.0,09/28/04
CAD981997752,MODESTO GROUND WATER CONTAMINATION,MODESTO,STANISLAUS,CA,Final NPL,No ,No ,No ,Insufficient Data,No,9.0,902527.0,941 MCHENRY AVENUE,95351.0,N,N,,37.6591,-120.9964,03/31/89
CAD983618893,LAVA CAP MINE,NEVADA CITY,NEVADA,CA,Final NPL,No ,No ,No ,No,Insufficient Data,9.0,904343.0,14501 LAVA CAP MINE ROAD,95959.0,N,N,,39.228056,-120.969861,01/19/99
CAD983650011,ARGONAUT MINE,JACKSON,AMADOR,CA,Final NPL,No ,No ,No ,No,Not a Groundwater Site,9.0,904596.0,ARGONAUT LANE,95642.0,N,N,,38.353333,-120.78575,09/09/16
CAD990793887,FIRESTONE TIRE & RUBBER CO. (SALINAS PLANT),SALINAS,MONTEREY,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902617.0,340 EL CAMINO REAL S,93901.0,N,N,,36.6249,-121.5901,04/21/05
CAD990832735,"SYNERTEK, INC. (BUILDING 1)",SANTA CLARA,SANTA CLARA,CA,Final NPL,No ,Yes,No ,Yes,Yes,9.0,902620.0,3050 CORONADO BLVD,95051.0,N,N,,37.3773,-121.9719,10/04/89
CAN000900251,ORANGE COUNTY NORTH BASIN,ORANGE COUNTY,ORANGE,CA,Final NPL,No ,No ,No ,Insufficient Data,No,9.0,900251.0,1012 EAST ELM AVENUE,92831.0,N,N,,33.854828,-117.930589,09/03/20
CAN000905902,SOUTHERN AVENUE INDUSTRIAL AREA,SOUTH GATE,LOS ANGELES,CA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,9.0,905902.0,5211 SOUTHERN AVENUE,90280.0,N,N,,33.946178,-118.176922,05/10/12
CAN000905945,"ROCKETS, FIREWORKS, AND FLARES SITE",RIALTO,SAN BERNARDINO,CA,Final NPL,No ,No ,No ,Yes,No,9.0,905945.0,3196 NORTH LOCUST AVENUE,92377.0,N,N,,34.153683,-117.416567,09/23/09
CAN000906063,BLUE LEDGE MINE,ROGUE RIVER-SISKIYOU NF,SISKIYOU,CA,Final NPL,No ,No ,No ,Yes,Not a Groundwater Site,9.0,906063.0,"SECTIONS 34, TOWNSHIP 48 N, RANGE 11 W 3 MILES SOUTH OF OREGON ON ROAD 1060",96086.0,N,N,,41.959961,-123.107442,09/16/11
CAN000908808,AFTERTHOUGHT MINE,BELLA VISTA,SHASTA,CA,Final NPL,No ,No ,No ,Not yet designated,Not yet designated,9.0,908808.0,"HIGHWAY 299, SHASTA COUNTY",96008.0,N,N,,40.734547,-122.072396,09/05/24
CAT000612184,INTEL CORP. (SANTA CLARA III),SANTA CLARA,SANTA CLARA,CA,Deleted NPL,No ,Yes,Yes,Yes,Yes,9.0,902632.0,2880 NORTHWESTERN PKWY,95051.0,N,N,,37.3737,-121.9717,09/24/19
CAT000646208,LIQUID GOLD OIL CORP.,RICHMOND,CONTRA COSTA,CA,Deleted NPL,No ,Yes,No ,Yes,Yes,9.0,902660.0,HOFFMAN BLVD & S 47TH ST,94804.0,N,N,,37.908333,-122.325,09/11/96
CAT080012024,"OPERATING INDUSTRIES, INC., LANDFILL",MONTEREY PARK,LOS ANGELES,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,902673.0,900 N POTRERO GRANDE DR,91754.0,N,N,,34.033333,-118.105556,06/10/86
CAT080012826,STRINGFELLOW,JURUPA VALLEY,RIVERSIDE,CA,Final NPL,No ,No ,No ,Yes,No,9.0,902680.0,3490 PYRITE ST,91752.0,N,N,,34.023056,-117.45833,09/08/83
CAT080034234,"ADVANCED MICRO DEVICES, INC. (BUILDING 915)",SUNNYVALE,SANTA CLARA,CA,Final NPL,No ,Yes,Yes,Yes,Yes,9.0,902708.0,915 DEGUIGNE,94086.0,N,N,,37.3868,-122.0066,08/30/90
CO0002259588,VASQUEZ BOULEVARD AND I-70,DENVER,DENVER,CO,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,801646.0,VASQUEZ BOULEVARD AND 1-70,80216.0,N,N,,39.791667,-104.958333,07/22/99
CO0002378230,STANDARD MINE,GUNNISON NATIONAL FOREST,GUNNISON,CO,Final NPL,No ,No ,No ,Yes,No,8.0,801669.0,"COUNTY ROAD 12, RUBY MINING DISITRICT",81224.0,N,N,,38.880894,-107.072129,09/14/05
CO5210020769,ROCKY MOUNTAIN ARSENAL (USARMY),ADAMS COUNTY,ADAMS,CO,Final NPL,No ,No ,No ,Yes,Yes,8.0,800357.0,IMMED N STAPLETON INTL ARPT,80022.0,Y,N,,39.833398,-104.842445,07/22/87
CO7570090038,AIR FORCE PLANT PJKS,LITTLETON,JEFFERSON,CO,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,8.0,800359.0,12275 SOUTH HIGHWAY 75,80127.0,Y,N,,39.508686,-105.128965,11/21/89
CO7890010526,ROCKY FLATS PLANT (USDOE),GOLDEN,JEFFERSON,CO,Final NPL,No ,Yes,No ,Insufficient Data,Insufficient Data,8.0,800360.0,HWY 93 BETWEEN GOLDEN&BOULDER,80402.0,Y,N,,39.892897,-105.1996,10/04/89
COD000110254,BRODERICK WOOD PRODUCTS,DENVER,ADAMS,CO,Final NPL,No ,Yes,No ,Yes,Insufficient Data,8.0,800030.0,5980 Lipan St.,80221.0,N,N,,39.803684,-104.998554,09/21/84
COD007063274,URAVAN URANIUM PROJECT (UNION CARBIDE CORP.),URAVAN,MONTROSE,CO,Final NPL,No ,Yes,No ,Yes,Yes,8.0,800076.0,NEAR URAVAN ON HWY 141,81422.0,N,N,,38.369015,-108.747527,06/10/86
COD007431620,CHEMICAL SALES CO.,DENVER,DENVER,CO,Final NPL,No ,Yes,No ,Yes,Yes,8.0,800866.0,4661 MONACO ST.,80216.0,N,N,,39.822695,-104.911952,08/30/90
COD042167858,LINCOLN PARK,CANON CITY,FREMONT,CO,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,800115.0,2 MI S OF CANON CY,81212.0,N,N,,38.405864,-105.219379,09/21/84
COD081961518,EAGLE MINE,MINTURN,EAGLE,CO,Final NPL,No ,Yes,No ,No,No,8.0,800159.0,W OF US HWY 24,81645.0,N,N,,39.533331,-106.3917,06/10/86
COD980499248,LOWRY LANDFILL,UNINCORPORATED ARAPAHOE COUNTY,ARAPAHOE,CO,Final NPL,No ,Yes,Yes,Yes,Yes,8.0,800186.0,4200 S GUN CLUB RD,80018.0,N,N,,39.646081,-104.709141,09/21/84
COD980499255,MARSHALL LANDFILL,BOULDER,BOULDER,CO,Final NPL,No ,Yes,No ,Yes,Insufficient Data,8.0,800187.0,1600 S 66TH STREET,80303.0,N,N,,39.950304,-105.20126,09/08/83
COD980667075,WOODBURY CHEMICAL CO.,COMMERCE CITY,ADAMS,CO,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,8.0,800244.0,5400 JACKSON ST,80022.0,N,N,,39.795025,-104.945326,03/22/93
COD980716955,DENVER RADIUM SITE,DENVER,DENVER,CO,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,8.0,800247.0,VARIOUS PLACES IN DENVER,80204.0,N,N,,39.716519,-105.005441,09/08/83
COD980717557,"CENTRAL CITY, CLEAR CREEK",IDAHO SPRINGS,CLEAR CREEK,CO,Final NPL,No ,No ,No ,No,No,8.0,800257.0,NEAR TOWN,80452.0,N,N,,39.77182,-105.51817,09/08/83
COD980717938,CALIFORNIA GULCH,LEADVILLE,LAKE,CO,Final NPL,No ,No ,No ,Yes,Yes,8.0,801478.0,S OF CY-YAK TUNNEL DOWNSTREAM,80461.0,N,N,,39.231279,-106.295522,09/08/83
COD980717953,SAND CREEK INDUSTRIAL,COMMERCE CITY,ADAMS,CO,Deleted NPL,No ,Yes,No ,Insufficient Data,Yes,8.0,800260.0,33RD AND DAHLIA,80022.0,N,N,,39.788216,-104.924898,12/20/96
COD980806277,SMUGGLER MOUNTAIN,ASPEN,PITKIN,CO,Deleted NPL,No ,Yes,No ,Insufficient Data,Not a Groundwater Site,8.0,800261.0,SPRUCE STREET,81611.0,N,N,,39.193693,-106.80984,09/23/99
COD981551427,CAPTAIN JACK MILL,WARD,BOULDER,CO,Final NPL,No ,No ,No ,Yes,Yes,8.0,800892.0,93 California Gulch Road,80481.0,N,N,,40.061319,-105.507611,09/29/03
COD983769738,SMELTERTOWN SITE,SALIDA,CHAFFEE,CO,Proposed NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,801085.0,9000 COUNTY ROAD #152,81201.0,N,N,,38.554014,-106.029046,02/07/92
COD983778432,SUMMITVILLE MINE,RIO GRANDE COUNTY,RIO GRANDE,CO,Final NPL,No ,Yes,No ,Yes,Yes,8.0,801194.0,Postal Address is unavailable for the Site,81132.0,N,N,,37.423917,-106.598491,05/31/94
CON000802497,BONITA PEAK MINING DISTRICT,UNINCORPORATED,SAN JUAN,CO,Final NPL,No ,No ,No ,No,No,8.0,802497.0,Multiple sources near Animas River headwaters,81433.0,N,Y,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado (Current)",37.904037,-107.61663,09/09/16
CON000802630,NELSON TUNNEL/COMMODORE WASTE ROCK,CREEDE,MINERAL,CO,Final NPL,No ,No ,No ,Yes,Insufficient Data,8.0,802630.0,NATIONAL FOREST ROAD 503.4 1 MILE N. OF TOWN,81130.0,N,N,,37.877852,-106.936723,09/03/08
CON000802700,COLORADO SMELTER,PUEBLO,PUEBLO,CO,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,802700.0,INTERSTATE 25 AND SANTA FE AVENUE,81006.0,N,N,,38.249106,-104.60801,12/11/14
CT0002265551,SCOVILL INDUSTRIAL LANDFILL,WATERBURY,NEW HAVEN,CT,Final NPL,No ,No ,No ,Yes,Yes,1.0,102953.0,STORE AVENUE,6705.0,N,N,,41.550389,-73.010639,07/27/00
CTD001153923,LINEMASTER SWITCH CORP.,WOODSTOCK,WINDHAM,CT,Final NPL,No ,Yes,No ,Yes,Insufficient Data,1.0,100041.0,29 PLAINE HILL ROAD,6281.0,N,N,,41.940561,-71.966939,02/21/90
CTD001186618,"RAYMARK INDUSTRIES, INC.",STRATFORD,FAIRFIELD,CT,Final NPL,No ,No ,No ,No,Yes,1.0,100094.0,75 EAST MAIN STREET,6614.0,N,N,,41.201278,-73.117222,04/25/95
CTD001452093,DURHAM MEADOWS,DURHAM,MIDDLESEX,CT,Final NPL,No ,No ,No ,Yes,No,1.0,100108.0,MAIN ST,6422.0,N,N,,41.48111,-72.681388,10/04/89
CTD004532610,REVERE TEXTILE PRINTS CORP.,STERLING,WINDHAM,CT,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,1.0,100121.0,RAILROAD AVENUE,6377.0,N,N,,41.708331,-71.829169,09/02/94
CTD009717604,SOLVENTS RECOVERY SERVICE OF NEW ENGLAND,SOUTHINGTON,HARTFORD,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100124.0,LAZY LANE,6489.0,N,N,,41.6196,-72.878,09/08/83
CTD009774969,YAWORSKI WASTE LAGOON,CANTERBURY,WINDHAM,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100125.0,PACKER ROAD,6331.0,N,N,,41.66945,-71.964161,09/08/83
CTD051316313,PRECISION PLATING CORP.,VERNON,TOLLAND,CT,Final NPL,No ,No ,No ,Yes,Insufficient Data,1.0,100156.0,1050 HARTFORD TURNPIKE ROAD,6066.0,N,N,,41.84975,-72.447911,10/04/89
CTD072122062,BEACON HEIGHTS LANDFILL,BEACON FALLS,NEW HAVEN,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100180.0,BLACKBERRY HILL ROAD,6403.0,N,N,,41.43195,-73.035281,09/08/83
CTD108960972,GALLUP'S QUARRY,PLAINFIELD,WINDHAM,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100201.0,ROUTE 12,6374.0,N,N,,41.665281,-71.924161,10/04/89
CTD980521165,"LAUREL PARK, INC.",NAUGATUCK BOROUGH,NEW HAVEN,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100232.0,HUNTERS MTN RD,6770.0,N,N,,41.476939,-73.071661,09/08/83
CTD980669261,NUTMEG VALLEY ROAD,WOLCOTT,NEW HAVEN,CT,Deleted NPL,No ,Yes,Yes,Yes,Yes,1.0,100250.0,NUTMEG VALLEY ROAD,6716.0,N,N,,41.5748,-72.9986,09/23/05
CTD980670806,OLD SOUTHINGTON LANDFILL,SOUTHINGTON,HARTFORD,CT,Deleted NPL,No ,Yes,Yes,Yes,Yes,1.0,100251.0,OLD TURNPIKE RD,6489.0,N,N,,41.579169,-72.881939,09/12/18
CTD980670814,KELLOGG-DEERING WELL FIELD,NORWALK,FAIRFIELD,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100252.0,NORWALK WATER DEPARTMENT,6856.0,N,N,,41.13055,-73.43195,09/21/84
CTD980732333,BARKHAMSTED-NEW HARTFORD LANDFILL,BARKHAMSTED,LITCHFIELD,CT,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,100255.0,ROUTE 44,6063.0,N,N,,41.893947,-72.989337,10/04/89
CTD980906515,NEW LONDON SUBMARINE BASE,NEW LONDON,NEW LONDON,CT,Final NPL,No ,No ,No ,Yes,Yes,1.0,100261.0,ROUTE 12 CRYSTAL LAKE RD,6349.0,Y,N,,41.400139,-72.087081,08/30/90
CTD981067317,CHESHIRE GROUND WATER CONTAMINATION,CHESHIRE,NEW HAVEN,CT,Deleted NPL,No ,Yes,Yes,Yes,Yes,1.0,100265.0,604 WEST JOHNSON AVENUE,6410.0,N,N,,41.5575,-72.910833,07/02/97
DC9170024310,WASHINGTON NAVY YARD,WASHINGTON,DISTRICT OF COLUMBIA,DC,Final NPL,No ,No ,No ,Yes,Insufficient Data,3.0,300031.0,"901 M STREET, SE",20374.0,Y,N,,38.875,-76.9875,07/28/98
DE8570024010,DOVER AIR FORCE BASE,DOVER,KENT,DE,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,3.0,300191.0,RTE 113,19901.0,Y,N,,39.127781,-75.466669,03/13/89
DED000605972,DELAWARE SAND & GRAVEL LANDFILL,NEW CASTLE,NEW CASTLE,DE,Final NPL,No ,Yes,No ,Yes,Yes,3.0,300034.0,229 GRANTHAM LANE,19720.0,N,N,,39.651389,-75.602781,09/08/83
DED000606079,TYBOUTS CORNER LANDFILL,NEW CASTLE,NEW CASTLE,DE,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,300035.0,US RTE 13 & DEL RTE 71,19720.0,N,N,,39.6125,-75.653339,09/08/83
DED041212473,"STANDARD CHLORINE OF DELAWARE, INC.",NEW CASTLE,NEW CASTLE,DE,Final NPL,No ,No ,No ,Yes,No,3.0,300058.0,745 GOVERNOR LEA RD PO 319,19720.0,N,N,,39.599581,-75.635831,07/22/87
